	Genus	Species	Name_Change	Author	Year
38034	Pseudomeriones	latidens	0	Sen	2001
38035	Pseudomeriones	megistos	0	Sylvestrou_&amp;_Kostopoulos	2007
38036	Pseudomeriones	pythagorasi	0	"Black,_Krishtalka_&amp;_Solounias"	1980
38037	Pseudomesoreodon	rolli	0	Schultz_&amp;_Falkenbach	1950
38038	Pseudomesoreodon	rooneyi	0	Schultz_&amp;_Falkenbach	1950
38039	Pseudomys	albocinereus	NA	NA	NA
38040	Pseudomys	alexis	NA	NA	NA
38041	Pseudomys	apodemoides	NA	NA	NA
38042	Pseudomys	auritus	NA	NA	NA
38043	Pseudomys	australis	0	Gray	1832
38044	Pseudomys	bolami	0	Troughton	1932
38045	Pseudomys	calabyi	NA	NA	NA
38046	Pseudomys	chapmani	0	Kitchener	1980
38047	Pseudomys	delicatula	NA	NA	NA
38048	Pseudomys	delicatulus	1	Gould	1842
38049	Pseudomys	desertor	NA	NA	NA
38050	Pseudomys	fieldi	NA	NA	NA
38051	Pseudomys	fumeus	NA	NA	NA
38052	Pseudomys	glaucus	NA	NA	NA
38053	Pseudomys	gouldii	NA	NA	NA
38054	Pseudomys	gracilicaudatus	NA	NA	NA
38055	Pseudomys	gracilicaudtus	NA	NA	NA
38056	Pseudomys	greyii	0	Gray	1843
38057	Pseudomys	hermannsburgensis	1	Waite	1896
38058	Pseudomys	higginsi	NA	NA	NA
38059	Pseudomys	johnsoni	0	Kitchener	1985
38060	Pseudomys	laborifex	0	Kitchener	1986
38061	Pseudomys	minnie	NA	NA	NA
38062	Pseudomys	nanus	NA	NA	NA
38063	Pseudomys	novaehollandae	NA	NA	NA
38064	Pseudomys	novaehollandiae	NA	NA	NA
38065	Pseudomys	novaeholllandiae	NA	NA	NA
38066	Pseudomys	occidentalis	NA	NA	NA
38067	Pseudomys	oralis	NA	NA	NA
38068	Pseudomys	patrius	NA	NA	NA
38069	Pseudomys	pilligaensis	0	Fox_&amp;_Briscoe	1980
38070	Pseudomys	praeconis	NA	NA	NA
38071	Pseudomys	proeconis	NA	NA	NA
38072	Pseudomys	shortridgei	1	Thomas	1907
38073	Pseudomys	vandycki	0	Godthelp	1990
38074	Pseudomyscus	bathygnathus	0	Korth	1997
38075	Pseudoneoremys	leptorhynchus	0	Ameghino	1891
38076	Pseudoneoremys	mesorhynchus	0	Ameghino	1891
38077	Pseudoneoremys	pachyrhynchus	0	Ameghino	1891
38078	Pseudoneurogymnurus	schevyrevii	0	Gureev	1979
38079	Pseudoneurogymnurus	zhchikvadzei	0	Gureev	1979
38080	Pseudonotictis	chubutensis	0	Martin_&amp;_Tejedor	2007
38081	Pseudonotictis	pusillus	NA	NA	NA
38082	Pseudonovibos	spiralis	0	Peter_&amp;_Feiler	1994
38083	Pseudopalaeocastor	barbouri	1	Peterson	1905
38084	Pseudopalaeocastor	osmagnus	1	Xu	1996
38085	Pseudopalaeotherium	longirostratum	0	Franzen	1972
38086	Pseudoparablastomeryx	francescita	1	Frick	1937
38087	Pseudoparablastomeryx	scotti	0	Frick	1937
38088	Pseudoparamys	ageiensis	1	Michaux	1964
38089	Pseudoparamys	cezannei	0	Hartenberger	1987
38090	Pseudoparamys	teilhardi	1	Wood	1962
38091	Pseudoparatalpa	lavrovi	1	Bendukidze	1993
38092	Pseudoparatalpa	shevyrevae	0	Lopatin	1999
38093	Pseudoplataeomys	castellanosi	1	Rusconi	1933
38094	Pseudoplohophorus	absolutus	0	Perea	2005
38105	Pseudoplohophorus	benvenutii	1	Castellanos	1954
38095	Pseudoplohophorus	berroi	1	Castellanos	1940
38096	Pseudoplohophorus	coloniensis	1	Kraglievich	1932
38097	Pseudoplohophorus	francisi	0	Mones	1970
38098	Pseudoplohophorus	langguthi	0	Farina	1981
38099	Pseudoplohophorus	rebuffoi	1	Castellanos	1954
38100	Pseudopotamarchus	villanuevai	0	"Kerber,_Negri,_Ribeiro,_Vucetich_&amp;_De_Souza-Filho"	2016
38101	Pseudoprepotherium	confusum	0	Hirschfeld	1985
38102	Pseudopromerycochoerus	montanus	0	Cope	NA
38103	Pseudoprotoceras	longinaris	0	Cook	1934
38104	Pseudoprotoceras	minor	1	Wilson	1974
38106	Pseudoprotoceras	semicinctus	1	Cope	1889
38107	Pseudoprotoceras	taylori	0	Emry_&amp;_Storer	1981
38108	Pseudopterodon	ganodus	0	Schlosser	1887
38109	Pseudorca	craasidens	NA	NA	NA
38110	Pseudorca	crassidena	NA	NA	NA
38111	Pseudorca	crassidens	1	Owen	1846
38112	Pseudorhinolophus	antiquus	0	Schlosser	1887
38113	Pseudorhinolophus	egerkingensis	0	Revilliod	1919
38114	Pseudorhinolophus	history	NA	NA	NA
38115	Pseudorhinolophus	morloti	1	Pictet	1857
38116	Pseudorhinolophus	schlosaeri	NA	NA	NA
38117	Pseudorhinolophus	weithoferi	0	Revilliod	1917
38118	Pseudorhyncocyon	cayluxi	0	Filhol	1892
38119	Pseudorophodon	kraglievichi	0	Hoffstetter	1954
38120	Pseudoryx	nghetinhensis	0	Dung_et_al	1993
38121	Pseudosciurus	minor	0	Schlosser	1884
38122	Pseudosciurus	praeledens	0	Schmidt-Kittler	1971
38123	Pseudosciurus	suevicus	0	Hensel	1856
38124	Pseudosdurus	suevicus	NA	NA	NA
38125	Pseudosigmomys	paranensis	0	Kraglievich	1931
38126	Pseudostegotherium	chubutanum	0	Ameghino	1902
38127	Pseudostegotherium	glangeaudi	0	Ameghino	1902
38128	Pseudostylops	subquadratus	0	Ameghino	1901
38129	Pseudotaria	muramotoi	0	Kohno	2006
38130	Pseudotetonius	ambiguus	1	Matthew	1915
38131	Pseudotheridomys	asiaticus	0	Wang_&amp;_Emry	1990
38132	Pseudotheridomys	bernensis	0	Engesser	1990
38133	Pseudotheridomys	bouziguensis	0	Escarguel_&amp;_Aguilar	1997
38134	Pseudotheridomys	carpathicus	0	Schaub_&amp;_Zapfe	1953
38135	Pseudotheridomys	cuyamensis	0	Lindsay	1975
38136	Pseudotheridomys	feifari	0	Alvarez_Sierra_&amp;_Daams	1987
38137	Pseudotheridomys	fejfari	0	Alvarez_Sierra_&amp;_Daams	1987
38138	Pseudotheridomys	hesperus	0	Wilson	1960
38139	Pseudotheridomys	lacombai	0	Alvarez_Sierra	1987
38140	Pseudotheridomys	pagei	0	Shotwell	1967
38141	Pseudotheridomys	parvidus	0	Tobien	1961
38142	Pseudotheridomys	parvulus	1	Schlosser	1884
38143	Pseudotheridomys	pusillus	0	Fahlbusch	1969
38144	Pseudotheridomys	rolfoi	0	Engesser	1990
38145	Pseudotheridomys	schaubi	0	Lavocat	1951
38146	Pseudotheridomys	sp.	NA	NA	NA
38147	Pseudotheridomys	werneri	0	Engesser_&amp;_Storch	2008
38148	Pseudotheridomys	yanshini	1	Lopatin	2000
38149	Pseudothoracophorus	depressus	1	Ameghino	NA
38150	Pseudothylacinus	rectus	0	Ameghino	1902
38151	Pseudotomus	coloradensis	0	Wood	1962
38152	Pseudotomus	eugenei	NA	NA	NA
38153	Pseudotomus	hians	0	Cope	1872
38154	Pseudotomus	johanniculi	1	Wood	1974
38155	Pseudotomus	littoralis	1	Wilson	1949
38156	Pseudotomus	robustus	1	Marsh	1872
38157	Pseudotomus	sundelli	0	Eaton	1982
38158	Pseudotomus	timmys	0	Storer	1988
38159	Pseudotoxodon	formosus	0	Moreno	1889
38160	Pseudotragus	capricornis	NA	NA	NA
38161	Pseudotragus	gentryi	0	Thomas	1981
38162	Pseudotragus	longicornis	0	Andree	1926
38163	Pseudotragus	parallelocornis	NA	NA	NA
38164	Pseudotragus	potwaricus	NA	NA	NA
38165	Pseudotrimylus	blacki	0	Martin_&amp;_Lim	2004
38166	Pseudotrimylus	roperi	1	Wilson	1960
38167	Pseudotsaganomys	mongolicus	0	Vinogradov_&amp;_Gambaryan	1952
38168	Pseudotsaganomys	turgaicus	0	Vinogradov_&amp;_Gambaryan	1952
38169	Pseudotypotherium	carhuense	0	Francis	1965
38170	Pseudotypotherium	hystatum	0	Cabrera	1937
38171	Pseudotypotherium	insigne	NA	NA	NA
38172	Pseudotypotherium	pseudopachygnathum	NA	NA	NA
38173	Pseudotypotherium	sensu	0	Kraglievich	NA
38174	Pseudotypotherium	subinsigne	1	Rovereto	1914
38175	Pseudox	grayi	NA	NA	NA
38176	Pseudoxis	sp.	NA	NA	NA
38177	Psittacotherium	aspasiae	0	Cope	1881
38178	Psittacotherium	megalodus	0	Cope	1887
38179	Psittacotherium	multifragum	0	Cope	1882
38180	Psittacotheriurn	sp.	NA	NA	NA
38181	Ptenochirus	jagori	1	Peters	1861
38182	Ptenochirus	jagorii	NA	NA	NA
38183	Ptenochirus	minor	0	Yoshiyuki	1979
38184	Pteralopex	acrodonta	0	Hill_&amp;_Beckon	1978
38185	Pteralopex	anceps	NA	NA	NA
38186	Pteralopex	atrata	0	Thomas	1888
38187	Pteralopex	flanneryi	0	Helgen	2005
38188	Pteralopex	pulchra	0	Flannery	1991
38189	Pteralopex	taki	0	Parnaby	2002
38190	Pternoconius	polymorphoides	0	Cifelli_&amp;_Soria	1983
38191	Pternoconius	tournoueri	0	Soria_&amp;_Hoffstetter	1985
38192	Pterobalaena	alba	NA	NA	NA
38193	Pterocetus	benguelae	0	"Bianucci,_Lambert_&amp;_Post"	2007
38194	Pterocyon	helvus	0	Anderson	1907
38195	Pterocyon	palaceus	1	Ptrs.	NA
38196	Pterocyon	saboeus	0	Andersen	1907
38197	Pterodon	africanus	0	Andrews	1903
38198	Pterodon	biineisivus	0	Filhol	NA
38199	Pterodon	bugliensis	NA	NA	NA
38200	Pterodon	californicus	0	Stock	1933
38201	Pterodon	coquandi	1	Pomel	NA
38202	Pterodon	cuvieri	NA	NA	NA
38203	Pterodon	dahkoensis	0	Chow	1975
38204	Pterodon	dasyuroides	0	Blainville	NA
38205	Pterodon	exploratus	0	Dashzeveg	1985
38206	Pterodon	leptognathus	0	Osborn	1909
38207	Pterodon	macrognathus	NA	NA	NA
38208	Pterodon	magnus	0	Rutimeyer	1892
38209	Pterodon	nyanzae	0	Savage	1965
38210	Pterodon	parisiensis	0	de_Blainville	1841
38211	Pterodon	phiomensis	0	Osborn	1909
38212	Pterodon	rechetovi	0	Dashzeveg	1985
38213	Pterodon	requieni	0	Gervais	1846
38214	Pterodon	syrtos	0	Holroyd	1999
38215	Pterodon	venous	NA	NA	NA
38216	Pterogale	longicauda	0	Krefft	1865
38217	Pterogaulus	barbarellae	0	Korth	2000
38218	Pterogaulus	cambridgensis	1	Korth	2000
38219	Pterogaulus	laevis	1	Matthew	1902
38220	Pteromvs	volans	NA	NA	NA
38221	Pteromya	volans	NA	NA	NA
38222	Pteromys	albiventer	0	Gray	1835
38223	Pteromys	alborufus	0	Milne-edwards	1870
38224	Pteromys	alpinus	0	Richardson	1828
38225	Pteromys	aurantiacus	0	Wagner	1841
38226	Pteromys	belone	NA	NA	NA
38227	Pteromys	brachyodus	0	Young	1934
38228	Pteromys	caniceps	1	Pears.	NA
38229	Pteromys	cucullatus	0	Fischer	1829
38230	Pteromys	derbianus	0	Gray	1842
38231	Pteromys	elegans	0	Temminck	1835
38232	Pteromys	europaeus	0	Nilsson	1820
38233	Pteromys	fimbriatus	1	Gray	NA
38234	Pteromys	genibarbis	0	Horsfield	1822
38235	Pteromys	giganteus	0	Lichtenstein	1818
38236	Pteromys	grandis	0	Illiger	1815
38237	Pteromys	griseiventer	0	Gray	1843
38241	Pteromys	hudsonius	1	L.	NA
38238	Pteromys	inornatus	0	Geoffroy_in_Jacquemont	1843
38239	Pteromys	leachii	0	Gray	1837
38240	Pteromys	lepidus	0	Horsfield	1822
38242	Pteromys	leucogenys	0	Temminck_in_Siebold	1845
38243	Pteromys	lopingensis	0	Young	1947
38244	Pteromys	magnificus	1	Hodgs.	NA
38245	Pteromys	melanopterus	NA	NA	NA
38246	Pteromys	melanotis	0	Gray	1837
38247	Pteromys	melanotus	0	Gray	1837
38248	Pteromys	momoga	1	S.	NA
38249	Pteromys	momonga	NA	NA	NA
38250	Pteromys	morrisi	0	Carter	1942
38251	Pteromys	nitidus	0	Desmarest	1822
38252	Pteromys	nobilis	1	Gray	NA
38253	Pteromys	oral	0	Tickell	1841
38254	Pteromys	oregonensis	0	Bachman	1840
38255	Pteromys	pearsoni	NA	NA	NA
38256	Pteromys	pearsonii	1	Gray	NA
38257	Pteromys	pectoralis	0	Swinhoe	1870
38258	Pteromys	petaurista	1	L.	NA
38259	Pteromys	philippensis	0	Elliot	1839
38260	Pteromys	phoeomelas	NA	NA	NA
38261	Pteromys	punctatus	0	Gray	1846
38262	Pteromys	russicus	0	Tiedemann	1808
38263	Pteromys	sabrinus	1	Sh.	NA
38264	Pteromys	sagitta	1	L.	NA
38265	Pteromys	sibiricus	0	Desmarest	1822
38266	Pteromys	squamicaudus	0	Schinz	1845
38267	Pteromys	striatus	0	Illiger	1815
38268	Pteromys	tephromelas	NA	NA	NA
38269	Pteromys	turnbullii	1	Gray	NA
38270	Pteromys	virginianus	0	Tiedemann	1808
38271	Pteromys	volans	1	L.	NA
38272	Pteromys	voluccella	1	Pall.	NA
38273	Pteromys	volucella	NA	NA	NA
38274	Pteromys	vulgaris	0	Wagner_in_Schreber	1842
38275	Pteromys	xanthipes	0	Milne-Edwards	1868
38276	Pteromys	yunanensis	0	Anderson	1875
38277	Pteromys	yunnanensis	0	Anderson	1879
38278	Pteromyscus	pulverulentus	NA	NA	NA
38279	Pteronarctos	goedertae	0	Barnes	1989
38280	Pteronarctos	piersoni	0	Barnes	1990
38281	Pteroneura	brasiliensis	NA	NA	NA
38282	Pteronotes	parnellii	NA	NA	NA
38283	Pteronotus	davyi	0	Gray	1838
38284	Pteronotus	fulginosus	NA	NA	NA
38285	Pteronotus	fuliginosa	NA	NA	NA
38286	Pteronotus	fuliginosus	NA	NA	NA
38287	Pteronotus	fulvus	NA	NA	NA
38288	Pteronotus	fuscus	NA	NA	NA
38289	Pteronotus	gymnonotus	1	Natterer	1843
38290	Pteronotus	macleayi	NA	NA	NA
38291	Pteronotus	macleayii	1	Gray	1839
38292	Pteronotus	mesoamericanus	NA	NA	NA
38293	Pteronotus	mexicanus	NA	NA	NA
38294	Pteronotus	paraguanensis	0	Linares_&amp;_Ojasti	1974
38295	Pteronotus	parnelii	NA	NA	NA
38296	Pteronotus	parnelli	NA	NA	NA
38297	Pteronotus	parnellii	0	Gray	1843
38298	Pteronotus	personatus	1	Wagner	1843
38299	Pteronotus	portoricensis	NA	NA	NA
38300	Pteronotus	pristinus	0	Silva_Taboada	1974
38301	Pteronotus	psilotis	1	Smith	1972
38302	Pteronotus	psilotus	NA	NA	NA
38303	Pteronotus	pusillus	NA	NA	NA
38304	Pteronotus	quadridens	0	Gundlach	1840
38305	Pteronotus	rubiginosus	NA	NA	NA
38306	Pteronotus	suapurensis	1	J_A_Allen	1904
38307	Pteronura	brasiliensis	1	Gmelin_in_Linnaeus	1788
38308	Pteronura	braziliensis	NA	NA	NA
38309	Pteronura	sambachii	0	Gray	1837
38310	Pteronura	sanbachii	0	Gray	1843
38311	Pteronura	sandbachii	NA	NA	NA
38312	Pterophocaena	nishinoi	0	"Murakami,_Shimada,_Hikida_&amp;_Hirano"	2012
38313	Pteropos	pohlei	NA	NA	NA
38314	Pteropus	admiralitatum	0	Thomas	1894
38315	Pteropus	affinis	NA	NA	NA
38316	Pteropus	albo-scapulatus	0	Pierson_Ramsay	1877
38317	Pteropus	aldabrensis	0	TRUE	1893
38318	Pteropus	alecto	0	Temminck	1825
38319	Pteropus	allenorum	0	"Helgen,_Helgen_&amp;_Wilson"	2009
38320	Pteropus	amplexicaudatus	0	Geoffroy	1810
38321	Pteropus	anetianus	NA	NA	NA
38322	Pteropus	argentatus	NA	NA	NA
38323	Pteropus	arquatus	0	Miller_&amp;_Hollister	1921
38324	Pteropus	aurinuchalis	NA	NA	NA
38325	Pteropus	austini	0	Lawrence	1945
38326	Pteropus	bakeri	0	Thomas	1925
38327	Pteropus	banakrisi	0	Richards_&amp;_Hall	2002
38328	Pteropus	banksiana	NA	NA	NA
38329	Pteropus	breviceps	0	Thomas	1882
38330	Pteropus	brunneus	0	Dobson	1878
38331	Pteropus	brunreus	NA	NA	NA
38332	Pteropus	cagayanus	NA	NA	NA
38333	Pteropus	campestratus	NA	NA	NA
38334	Pteropus	caniceps	NA	NA	NA
38335	Pteropus	capestratus	NA	NA	NA
38336	Pteropus	capistrastus	NA	NA	NA
38337	Pteropus	capistratus	NA	NA	NA
38338	Pteropus	chinensis	NA	NA	NA
38339	Pteropus	chrysoproctus	0	Temminck	1837
38340	Pteropus	cognatus	NA	NA	NA
38341	Pteropus	colonus	NA	NA	NA
38342	Pteropus	comorensis	NA	NA	NA
38343	Pteropus	comoroensis	NA	NA	NA
38344	Pteropus	conspicillatus	0	Gould	1850
38345	Pteropus	coronatus	0	Thomas	1888
38346	Pteropus	coxi	0	"Helgen,_Helgen_&amp;_Wilson"	2009
38347	Pteropus	daitoensis	0	Kuroda	1921
38348	Pteropus	dasymallus	0	Temminck	1825
38349	Pteropus	degener	NA	NA	NA
38350	Pteropus	dobsoni	NA	NA	NA
38351	Pteropus	dupreanus	0	Pollen	1867
38352	Pteropus	edivardsi	NA	NA	NA
38353	Pteropus	edulis	0	Geoffroy	1810
38354	Pteropus	edwardsi	NA	NA	NA
38355	Pteropus	edwardsii	0	Geoffroy	1810
38356	Pteropus	eotinus	NA	NA	NA
38357	Pteropus	epularius	0	Pierson_Ramsay	1877
38358	Pteropus	faunulus	0	Miller	1902
38359	Pteropus	flavicollis	NA	NA	NA
38360	Pteropus	floresi	NA	NA	NA
38361	Pteropus	formosus	0	Unknown	1873
38362	Pteropus	fundatus	0	Felten_&amp;_Kock	1972
38363	Pteropus	fuscus	0	Dobson	NA
38364	Pteropus	geddiei	NA	NA	NA
38365	Pteropus	geminorum	NA	NA	NA
38366	Pteropus	germaini	0	Dobson	1878
38367	Pteropus	giganleus	NA	NA	NA
38368	Pteropus	giganteus	1	Brunnich	1782
38369	Pteropus	gilliardi	0	Van_Deusen	1969
38370	Pteropus	gilliardorum	NA	NA	NA
38371	Pteropus	gouldi	NA	NA	NA
38372	Pteropus	gouldii	0	Peters	1867
38373	Pteropus	grandis	0	Thomas	1887
38374	Pteropus	griseus	0	Geoffroy	1810
38375	Pteropus	howensis	0	Troughton	1931
38376	Pteropus	hypomelanius	NA	NA	NA
38377	Pteropus	hypomelanus	0	Temminck	1853
38378	Pteropus	insularis	0	Jacquinot_&amp;_Puncheran	1853
38379	Pteropus	intermedius	NA	NA	NA
38380	Pteropus	kelaarti	NA	NA	NA
38381	Pteropus	lanensis	NA	NA	NA
38382	Pteropus	laniger	0	Allen	1890
38383	Pteropus	lanigera	0	Allen	1890
38384	Pteropus	lepidus	NA	NA	NA
38385	Pteropus	leucopterus	0	Temminck	1853
38386	Pteropus	leucotis	0	Sanborn	1950
38387	Pteropus	livingstonei	NA	NA	NA
38388	Pteropus	livingstonii	NA	NA	NA
38389	Pteropus	lombocensis	NA	NA	NA
38390	Pteropus	loochooensis	NA	NA	NA
38391	Pteropus	lucifer	NA	NA	NA
38392	Pteropus	lylei	NA	NA	NA
38393	Pteropus	macmillani	0	Tate	1942
38394	Pteropus	macrotis	NA	NA	NA
38395	Pteropus	mahaganus	NA	NA	NA
38396	Pteropus	mariannus	0	Desmarest	1822
38397	Pteropus	marianus	NA	NA	NA
38398	Pteropus	mascarinus	0	Andersen	1907
38399	Pteropus	medius	0	Temminck	1825
38400	Pteropus	melanopogon	NA	NA	NA
38401	Pteropus	melanotus	0	Blyth	1863
38402	Pteropus	mimus	NA	NA	NA
38403	Pteropus	modiglianii	0	Thomas	1894
38404	Pteropus	molossinus	0	Temm.	NA
38405	Pteropus	morio	NA	NA	NA
38406	Pteropus	mysolensis	NA	NA	NA
38407	Pteropus	natalis	0	Thomas	1887
38408	Pteropus	nawaiensis	0	Gray	1870
38409	Pteropus	neohibernicus	NA	NA	NA
38410	Pteropus	niger	0	Fisher	1814
38411	Pteropus	nitendiensis	NA	NA	NA
38412	Pteropus	ocularis	NA	NA	NA
38413	Pteropus	oegyptiacus	NA	NA	NA
38414	Pteropus	oriel	NA	NA	NA
38415	Pteropus	ornatus	NA	NA	NA
38416	Pteropus	p.	NA	NA	NA
38417	Pteropus	palmarum	0	Heuglin	1865
38418	Pteropus	pelagicus	0	Kittlitz	1836
38419	Pteropus	pelewensis	NA	NA	NA
38420	Pteropus	personatus	0	Temminck	1825
38421	Pteropus	phaeocephalus	0	Thomas	1882
38422	Pteropus	pilosur	NA	NA	NA
38423	Pteropus	pilosus	NA	NA	NA
38424	Pteropus	pohlei	0	Stein	1933
38425	Pteropus	policephalus	NA	NA	NA
38426	Pteropus	poliocephalus	0	Temminck	1825
38427	Pteropus	pselaphon	0	Lay	1829
38428	Pteropus	pteronotus	NA	NA	NA
38429	Pteropus	pteropus	NA	NA	NA
38430	Pteropus	puilus	NA	NA	NA
38431	Pteropus	pumilus	NA	NA	NA
38432	Pteropus	pumulis	NA	NA	NA
38433	Pteropus	rayneri	NA	NA	NA
38434	Pteropus	rennelli	0	Troughton	1929
38435	Pteropus	rodericanus	NA	NA	NA
38436	Pteropus	rodericensis	NA	NA	NA
38437	Pteropus	rodricencis	NA	NA	NA
38438	Pteropus	rodricensis	NA	NA	NA
38439	Pteropus	rubricollis	0	Geoffroy	1810
38440	Pteropus	rufus	0	St_Hilaire	1803
38441	Pteropus	samoensis	0	Peale	1848
38442	Pteropus	satyrus	0	Andersen	1908
38443	Pteropus	scapulalus	NA	NA	NA
38444	Pteropus	scapulatus	NA	NA	NA
38445	Pteropus	sepikensis	NA	NA	NA
38446	Pteropus	seychellensis	0	Milne-Edwards	1877
38447	Pteropus	solitarius	NA	NA	NA
38448	Pteropus	solomonis	NA	NA	NA
38449	Pteropus	sp.	NA	NA	NA
38450	Pteropus	speciosus	NA	NA	NA
38451	Pteropus	spp.	NA	NA	NA
38452	Pteropus	subniger	NA	NA	NA
38453	Pteropus	tablasi	0	Taylor	1934
38454	Pteropus	temminckii	NA	NA	NA
38455	Pteropus	tokudae	0	Tate	1934
38456	Pteropus	tonganus	0	Quoy_&amp;_Gaimard	1830
38457	Pteropus	tricolor	NA	NA	NA
38458	Pteropus	tuberculatus	NA	NA	NA
38459	Pteropus	tyleri	0	Mason	1908
38460	Pteropus	tytleri	NA	NA	NA
38461	Pteropus	ualanus	0	Peters	1883
38462	Pteropus	vampyrus	1	Linaaeus	1758
38463	Pteropus	vamyrus	NA	NA	NA
38464	Pteropus	vitiensis	NA	NA	NA
38465	Pteropus	voeltzkowi	NA	NA	NA
38466	Pteropus	voltaicum	NA	NA	NA
38467	Pteropus	wallacii	0	Gray	NA
38468	Pteropus	whitemeei	0	Alston	1874
38469	Pteropus	woodfordi	0	Unknown	1888
38470	Pteropus	yapensis	NA	NA	NA
38471	Pteropus	yumagatai	0	Kishida	1929
38472	Pterura	sambachi	NA	NA	NA
38473	Pterura	sandbachi	NA	NA	NA
38474	Pterygistes	azoreum	0	Thomas	1901
38475	Pterygistes	maximus	NA	NA	NA
38476	Ptilocercus	kylin	0	Li_&amp;_Ni	2016
38477	Ptilocercus	lowi	NA	NA	NA
38478	Ptilocercus	lowii	0	Gray	1848
38479	Ptilocerous	lowii	NA	NA	NA
38480	Ptilodus	cochranensis	0	Russell	1929
38481	Ptilodus	douglassi	0	Simpson	1935
38482	Ptilodus	ferronensis	0	Gazin	1941
38483	Ptilodus	fractus	0	Dorr	1952
38484	Ptilodus	gidleyi	0	Simpson	1935
38485	Ptilodus	gnomus	0	"Scott,_Fox_&amp;_Youzwyshyn"	2002
38486	Ptilodus	kummae	0	Krause	1977
38487	Ptilodus	mediaevus	0	Cope	1881
38488	Ptilodus	montanus	NA	NA	NA
38489	Ptilodus	primaevus	NA	NA	NA
38490	Ptilodus	sinclairi	0	Simpson	1935
38491	Ptilodus	sp	NA	NA	NA
38492	Ptilodus	trovessartianus	0	Cope	1882
38493	Ptilodus	tsosiensis	0	Sloan	1981
38494	Ptilodus	wyomingensis	0	Jepsen	1940
38495	Ptolemaia	grangeri	0	Bown_&amp;_Simons	1987
38496	Ptolemaia	lyonsi	0	Osborn	1908
38497	Ptychoprolagus	forstharstensis	0	Tobien	1975
38498	Pucadelphys	andinus	0	Marshall_&amp;_de_Muizon	1988
38499	Pucanodus	gagnieri	0	de_Muizon_&amp;_Marshall	1991
38500	Pucatherium	parvum	0	"Herrera,_Powell_&amp;_del_Papa"	2012
38501	Pucatherium	parvus	0	"Herrera,_Powell_&amp;_Del_Papa"	2012
38502	Pudu	mephistopheles	NA	NA	NA
38503	Pudu	mephistophiles	1	De_Winton	1896
38504	Pudu	puda	1	Molina	1782
38505	Pudu	pudu	NA	NA	NA
38506	Pudua	mephistopheles	0	De_Winton	1896
38507	Puelia	coarctatus	1	Ameghino	1901
38508	Puelia	pascuali	1	Simpson	1967
38509	Puelia	sigma	1	Ameghino	1901
38510	Pugiodens	mirus	0	Matthes	1952
38511	Pugmeodon	schinzii	0	Kaup_&amp;_Scholl	1834
38512	Pulorius	davidanus	NA	NA	NA
38513	Pulorius	putorius	NA	NA	NA
38514	Pultiphagonides	africanus	0	Hopwood	1934
38515	Pulverflumen	magnificum	0	Robinson_&amp;_Ivy	1994
38516	Puma	atratus	0	Smith	1842
38517	Puma	comcolor	NA	NA	NA
38518	Puma	concolor	1	Linnaeus	1771
38519	Puma	discolor	0	Smith	1842
38520	Puma	pardoides	0	Owen	1846
38521	Puma	trumani	0	Orr	1969
38522	Puma	yagouaroundi	NA	NA	NA
38523	Puma	yagouarundi	NA	NA	NA
38524	Puma	yaguarondi	NA	NA	NA
38525	Punahyrax	bondesioi	0	"Reguero,_Croft,_Lopez_&amp;_Alonso"	2008
38526	Punapithecus	minor	0	Lopez_&amp;_Bond	1996
38527	Punatherium	catamarcensis	0	"Ciancio,_Herrera,_Aramayo,_Payrola_&amp;_Babot"	2016
38528	Punjabemys	downsi	0	Lindsay	1988
38529	Punjabemys	leptos	0	Lindsay	1988
38530	Punjabemys	mikros	0	Lindsay	1988
38531	Puntanotherium	guinazui	0	Bordas	1941
38532	Puntoporia	blainvillii	NA	NA	NA
38533	Purgatorius	ceratops	0	Van_Valen_&amp;_Sloan	1965
38534	Purgatorius	coracis	0	Fox_&amp;_Scott	2011
38535	Purgatorius	janisae	0	Van_Valen	1994
38536	Purgatorius	pinecreeensis	0	"Scott,_Fox_&amp;_Redman"	2016
38537	Purgatorius	titusi	0	Buckley	1997
38538	Purgatorius	unio	0	Van_Valen_&amp;_Sloan	1965
38539	Purtia	mosaicus	0	Case	1984
38540	Pusa	caspica	NA	NA	NA
38541	Pusa	hispida	0	Schreber	1775
38542	Pusa	pontica	NA	NA	NA
38543	Pusa	siberica	NA	NA	NA
38544	Pusa	sibiraca	NA	NA	NA
38545	Pusa	sibirica	NA	NA	NA
38546	Putorim	erminea	NA	NA	NA
38547	Putorim	nivalis	NA	NA	NA
38548	Putorius	africanus	1	Desm.	NA
38549	Putorius	alleghaniensis	NA	NA	NA
38550	Putorius	allegheniensis	NA	NA	NA
38551	Putorius	alleni	NA	NA	NA
38552	Putorius	alpinus	0	Gebler	1823
38553	Putorius	altaicus	1	Pall.	NA
38554	Putorius	arcticus	NA	NA	NA
38555	Putorius	ardeus	0	Bravard	NA
38556	Putorius	arizonensis	0	Mearns	1891
38557	Putorius	astutus	NA	NA	NA
38558	Putorius	audax	NA	NA	NA
38570	Putorius	auriventer	NA	NA	NA
38559	Putorius	boccamela	NA	NA	NA
38560	Putorius	cicognani	NA	NA	NA
38571	Putorius	communis	0	Lesson	1842
38561	Putorius	davidianus	NA	NA	NA
38562	Putorius	erminea	NA	NA	NA
