	Genus	Species	Name_Change	Author	Year
3278	Artibeus	rusbyi	NA	NA	NA
3279	Artibeus	schwartzi	NA	NA	NA
3280	Artibeus	tituratus	NA	NA	NA
3281	Artibeus	toltecus	1	Saussure	1860
3282	Artibeus	triomylus	0	Handley	1966
3283	Artibeus	turpis	NA	NA	NA
3284	Artibeus	Uhiratus	NA	NA	NA
3285	Artibeus	undatus	1	Blainv.	NA
3286	Artibeus	watsoni	0	Thomas	1901
3287	Artibeus	yucatanicus	NA	NA	NA
3288	Artictis	binturong	NA	NA	NA
3289	Artigasia	magna	0	Francis_&amp;_Mones	1966
3290	Artimonius	australis	1	Bown_&amp;_Rose	1987
3291	Artimonius	nocerai	1	Robinson	1966
3292	Artimonius	witteri	1	Morris	1954
3293	Artiocetus	clavis	0	"Gingerich,_ul_Haq,_Zalmout,_Khan_&amp;_Sadiq_Malkani"	2001
3294	Arundelconodon	hottoni	0	"Cifelli,_Lipka,_Schaff_&amp;_Rowe"	1999
3295	Arvaldus	stintoni	0	Cray	1973
3296	Arvernoceros	ardei	1	Croizet_&amp;_Jobert	1828
3297	Arvernoceros	verestchagini	0	David	1992
3298	Arvicanthis	abyssinicus	1	Ruppel	1842
3299	Arvicanthis	ansorgei	NA	NA	NA
3300	Arvicanthis	blicki	1	Frick	1914
3301	Arvicanthis	broekhuisi	0	Hordijk_&amp;_de_Bruijn	2009
3302	Arvicanthis	chanleri	NA	NA	NA
3303	Arvicanthis	complex	NA	NA	NA
3304	Arvicanthis	dembeensis	1	Ruppel	1842
3305	Arvicanthis	dunni	NA	NA	NA
3306	Arvicanthis	lacernatus	NA	NA	NA
3307	Arvicanthis	luctuosus	NA	NA	NA
3308	Arvicanthis	macculus	NA	NA	NA
3309	Arvicanthis	magnus	0	"Sen,_Brunet_&amp;_Heintz"	1979
3310	Arvicanthis	miloticus	NA	NA	NA
3311	Arvicanthis	mordax	NA	NA	NA
3312	Arvicanthis	nairobae	NA	NA	NA
3313	Arvicanthis	neumanni	NA	NA	NA
3314	Arvicanthis	nilotica	NA	NA	NA
3315	Arvicanthis	niloticus	1	Desmarest	1822
3334	Arvicanthis	planifrons	NA	NA	NA
3316	Arvicanthis	primaevus	0	Jaeger	1976
3317	Arvicanthis	ramruti	NA	NA	NA
3318	Arvicanthis	reptans	NA	NA	NA
3319	Arvicanthis	rex	0	Thos.	NA
3320	Arvicanthis	rufinus	NA	NA	NA
3321	Arvicanthis	setosus	NA	NA	NA
3322	Arvicanthis	somalicus	NA	NA	NA
3323	Arvicanthis	spekei	0	De_Winton	1897
3324	Arvicanthis	testicularis	NA	NA	NA
3325	Arvicanthis	variegatus	NA	NA	NA
3326	Arvicanthis	zaphiri	NA	NA	NA
3327	Arvicanthus	abyssinicus	NA	NA	NA
3328	Arvicola	abbotti	0	Hinton	1910
3329	Arvicola	agrestis	0	auctt.	NA
3330	Arvicola	albicauda	NA	NA	NA
3331	Arvicola	albicaudatus	0	Desmarest	1822
3332	Arvicola	albo-rufescens	0	Emmons	1840
3333	Arvicola	alliarius	1	L.	NA
3335	Arvicola	americana	0	Gray	1842
3336	Arvicola	amphibious	NA	NA	NA
3337	Arvicola	amphibius	1	L.	NA
3338	Arvicola	arenicola	0	De_Selys-L.	1841
3339	Arvicola	argentoratensis	0	Desmarest	1822
3340	Arvicola	arnphibius	NA	NA	NA
3341	Arvicola	arvalis	1	Pall.	NA
3342	Arvicola	arvaloides	0	Pomel	NA
3343	Arvicola	arvensis	NA	NA	NA
3344	Arvicola	arvicola	0	Desmarest	1804
3345	Arvicola	astrachanensis	1	Erx.	NA
3346	Arvicola	ater	0	Macgillivray	1832
3347	Arvicola	auaterus	NA	NA	NA
3348	Arvicola	austerus	NA	NA	NA
3349	Arvicola	baillonii	0	De_Selys-L.	1841
3350	Arvicola	bengalensis	0	Gray	1835
3351	Arvicola	blanfordi	0	Scully	1880
3352	Arvicola	blythi	NA	NA	NA
3353	Arvicola	borealis	0	Richardson	1828
3354	Arvicola	brandti	NA	NA	NA
3355	Arvicola	britannicus	0	De_Selys	1847
3356	Arvicola	californica	0	Peale_in_Wilkes	1848
3357	Arvicola	campestris	0	Blasius	1853
3358	Arvicola	cantiana	NA	NA	NA
3359	Arvicola	cantiani	NA	NA	NA
3360	Arvicola	cantianus	1	Hinton	1910
3361	Arvicola	chosaricus	0	Aleksandrova	1976
3362	Arvicola	chrotorrhinus	0	Miller	1894
3363	Arvicola	cunicularius	0	Jules_Ray	1847
3364	Arvicola	curtata	NA	NA	NA
3365	Arvicola	dasytrichos	1	Wied	NA
3366	Arvicola	dekayi	0	Audubon_&amp;_Bachman	1854
3367	Arvicola	destructor	0	Savi	1838
3368	Arvicola	didelta	0	Cope	1871
3369	Arvicola	drummondi	NA	NA	NA
3370	Arvicola	duodecimcostatus	0	de_Selys-L.	1839
3371	Arvicola	emmonsii	0	De_Kay_in_Emmons	1840
3372	Arvicola	ferrugineus	0	Harlan	1825
3373	Arvicola	fertilis	NA	NA	NA
3374	Arvicola	floradanus	1	Ord	NA
3375	Arvicola	floridanus	1	Ord	NA
3376	Arvicola	fulva	0	Audubon_&amp;_J._Bachman	1841
3377	Arvicola	fulvus	0	Desmarest	1804
3378	Arvicola	fusca	0	Bachman	1842
3379	Arvicola	gapperi	0	Vigors	1830
3380	Arvicola	gerbei	0	Gerbe	1879
3381	Arvicola	gerbii	0	L&039;Isle_&amp;_Gerbe	1880
3382	Arvicola	glareolus	1	Schr.	NA
3383	Arvicola	gracilis	0	Heller	1955
3384	Arvicola	greenii	NA	NA	NA
3385	Arvicola	gregalis	1	L.	NA
3386	Arvicola	groenlandica	1	Traill	NA
3387	Arvicola	guentheri	0	Danford_&amp;_Alston	1880
3388	Arvicola	gulielmi	0	Sanford	NA
3389	Arvicola	hatanedzumi	NA	NA	NA
3390	Arvicola	hirsutus	0	Emmons	1840
3391	Arvicola	hirta	0	Bellamy	1839
3392	Arvicola	hispidus	1	Ord.	NA
3393	Arvicola	hortensis	0	Harlan	1825
3394	Arvicola	hudsonia	1	Forst.	NA
3395	Arvicola	hydrophilus	0	Hodgson	NA
3396	Arvicola	ibericus	NA	NA	NA
3397	Arvicola	incertus	0	de_Selys-Longchamps	1841
3398	Arvicola	indica	0	Gray	1830
3399	Arvicola	insperatus	NA	NA	NA
3400	Arvicola	intermedius	0	Newton	1882
3401	Arvicola	involuta	0	Cope	1871
3402	Arvicola	italicus	0	Savi	1838
3403	Arvicola	jacobaeus	0	"Cuenca-Bescos,_Agusti,_Lira,_Melero_Rubio_&amp;_Rofes"	2010
3404	Arvicola	jordanica	0	Haas	1966
3405	Arvicola	juldaschi	0	Severtzov	1879
3406	Arvicola	kalmankensis	0	Zazhigin	1980
3407	Arvicola	kamtschaticus	NA	NA	NA
3408	Arvicola	lagurus	1	L.	NA
3409	Arvicola	lavernedii	0	Crespon	1844
3410	Arvicola	lebruni	NA	NA	NA
3511	Arvicola	lebrunii	0	Crespon	1844
3411	Arvicola	lemmus	1	L.	NA
3412	Arvicola	leucophaeus	NA	NA	NA
3413	Arvicola	leucura	0	Gerbe	1852
3414	Arvicola	lusitanicus	NA	NA	NA
3415	Arvicola	macropus	NA	NA	NA
3416	Arvicola	mandarinus	0	Edwards	1871
3417	Arvicola	medius	1	Nilss.	NA
3418	Arvicola	melanogaster	0	M.-Edwards	NA
3419	Arvicola	melitensis	0	Bate	1920
3420	Arvicola	micruros	1	Erxl.	NA
3421	Arvicola	migratorius	0	Schinz	1840
3422	Arvicola	minor	NA	NA	NA
3423	Arvicola	moenana	0	Heller	1969
3424	Arvicola	mogollonensis	0	Mearns	1890
3425	Arvicola	montana	0	Peale_in_Wilkes	1848
3426	Arvicola	monticola	0	De_Selys	1838
3427	Arvicola	montosa	NA	NA	NA
3428	Arvicola	mosbachensis	1	Schmidtgen	1911
3429	Arvicola	musignani	0	De_Selys	1839
3430	Arvicola	musiniani	NA	NA	NA
3431	Arvicola	myothrix	0	Hodgson	1842
3432	Arvicola	mystacinus	0	De_Filippi	1865
3433	Arvicola	mythrix	0	Hodgson	1841
3434	Arvicola	nasuta	0	Audubon_&amp;_J._Bachman	1841
3435	Arvicola	nebrodensis	0	Mina-Palumbo	1868
3436	Arvicola	neglecta	0	Jenyns_(ex_Thompson_MS	1841
3437	Arvicola	neglectus	0	Jenyns	NA
3438	Arvicola	nivalis	0	Martins	1842
3439	Arvicola	nordenskioldii	0	Poljakov	1881
3440	Arvicola	novoboracensis	1	Raf.	NA
3441	Arvicola	nuttalli	0	Harlan	1832
3442	Arvicola	obscurus	NA	NA	NA
3443	Arvicola	occidentalis	0	Peale_in_Wilkes	1848
3444	Arvicola	oeconomus	1	L.	NA
3445	Arvicola	oneida	0	De_Kay	1842
3446	Arvicola	oregoni	0	Bachman	1840
3447	Arvicola	pallidus	NA	NA	NA
3448	Arvicola	paludosus	1	L.	NA
3449	Arvicola	palustris	0	Harlan	1825
3450	Arvicola	pennsylvanica	0	Bachman	1842
3451	Arvicola	pertinax	0	Savi	1838
3452	Arvicola	phoeus	0	Merriam	1892
3453	Arvicola	pinetorum	1	Lec.	NA
3454	Arvicola	pratensis	0	Owen	1844
3455	Arvicola	pumilio	1	Sparr.	NA
3456	Arvicola	pyctoris	0	Hodgson	1841
3457	Arvicola	pyrenaicus	0	De_Selys	1847
3458	Arvicola	racianus	0	Bocage	1865
3459	Arvicola	ratticeps	0	Keyserling_&amp;_Blasius	1841
3460	Arvicola	richardsoni	NA	NA	NA
3461	Arvicola	riparia	0	Yarrell	1832
3462	Arvicola	riparius	0	Ord	1825
3463	Arvicola	roylei	0	Gray	1842
3464	Arvicola	rozianus	0	Bocage	NA
3465	Arvicola	rubidus	1	Baillon	NA
3466	Arvicola	rubricatus	0	Richardson	1839
3467	Arvicola	rufescens	0	de_Selys-L.	1836
3468	Arvicola	rutilus	1	Geoff.	NA
3469	Arvicola	sapidus	0	Miller	1908
3470	Arvicola	sappidus	NA	NA	NA
3471	Arvicola	savii	0	De_Selys	1838
3472	Arvicola	saxatilis	1	Pall.	NA
3473	Arvicola	scalopsoides	0	Audubon_&amp;_J._Bachman	1841
3474	Arvicola	scherman	NA	NA	NA
3475	Arvicola	schermanterrestris	NA	NA	NA
3476	Arvicola	sigmodus	0	Cope	1871
3477	Arvicola	socialis	1	L.	NA
3478	Arvicola	speciation	NA	NA	NA
3479	Arvicola	speothen	0	Cope	1871
3480	Arvicola	stoliczkanus	0	Blanford	1875
3481	Arvicola	stracheyi	0	Thomas	1880
3482	Arvicola	subterranea	1	Selys-Longch.	NA
3483	Arvicola	subterraneus	0	de_Selys-L.	1836
3484	Arvicola	syriacus	1	Licht.	NA
3485	Arvicola	taurica	0	Ognev	1923
3486	Arvicola	tenebricus	NA	NA	NA
3487	Arvicola	terraenovae	0	Bangs	1894
3488	Arvicola	terrestis	NA	NA	NA
3489	Arvicola	terrestria	NA	NA	NA
3490	Arvicola	terrestris	1	Linnaeus	1758
3491	Arvicola	terrrestris	NA	NA	NA
3492	Arvicola	terrutris	NA	NA	NA
3493	Arvicola	tetradelta	0	Cope	1871
3494	Arvicola	tetramerus	0	Rhoads	1894
3495	Arvicola	torquatus	1	L.	NA
3496	Arvicola	townsendii	0	Bachman	1840
3497	Arvicola	trimucronata	0	Richardson	1825
3498	Arvicola	Urrestris	NA	NA	NA
3499	Arvicola	vulgaris	0	Desmarest	1822
3500	Arvicola	weinheimensis	0	Heller	1962
3501	Arvicola	wosnessenskii	NA	NA	NA
3502	Arvicola	wynnii	0	Blanford	1880
3503	Arvicola	xanthognatha	0	Leach	1814
3504	Arvicolaamphibius	meridionalis	NA	NA	NA
3505	Aschhomys	lemminua	NA	NA	NA
3506	Aschizomys	andersoni	NA	NA	NA
3507	Aschizomys	lemminus	NA	NA	NA
3508	Aschizomys	lemninus	0	Miller	1898
3509	Aschizomys	niigatae	NA	NA	NA
3510	Ascopharynx	fuscus	0	Jones	1925
3512	Asellia	arabica	0	"Benda,_Vallo_&amp;_Reiter"	2011
3513	Asellia	mariaetheresae	0	Mein	1958
3514	Asellia	patrizii	NA	NA	NA
3515	Asellia	soliczkana	0	Dobson	1871
3516	Asellia	stoliczkana	NA	NA	NA
3517	Asellia	tirdens	NA	NA	NA
3518	Asellia	tricuspidata	1	Temm.	NA
3519	Asellia	tridens	0	Geoffroy	1813
3520	Asellia	vetus	0	Lavocat	1961
3521	Asellia	wheeleri	NA	NA	NA
3522	Aselliscus	dongbacana	0	"Vuong_Tan_Tu,_Csorba,_Goerfoel,_Arai,_Nguyen_Truong_Son,_Hoang_Trung_Thanh_&amp;_Hasanin"	2015
3523	Aselliscus	stoliczkana	NA	NA	NA
3524	Aselliscus	stoliczkanus	0	Dobson	1871
3525	Aselliscus	tricuspidatus	1	Temminck	1834
3526	Aselliscus	wheeleri	NA	NA	NA
3527	Ashleycetus	planicapitis	0	Sanders_&amp;_Geisler	2015
3529	Ashokia	antiqua	0	"Bajpai,_Domning,_Das_&amp;_Mishra"	2009
3528	Ashoroa	laticosta	0	Inuzuka	2000
3530	Ashorocetus	eguchii	0	Barnes_&amp;_Kimura	1994
3531	Asiabradypus	incompositus	0	Nessov	1987
3532	Asiacastor	antecedens	0	Lytchev	1982
3533	Asiacastor	baschanovi	0	Lytchev_&amp;_Aubekerova	1971
3534	Asiacastor	major	0	Lytchev_&amp;_Aubekerova	1971
3535	Asiacastor	orientalis	0	Lytshev	1987
3536	Asiadapis	cambayensis	0	"Rose,_Rana,_Sahni_&amp;_Smith"	2007
3537	Asiadidelphis	akbarbugtii	0	"Crochet,_Antoine,_Benammi,_Iqbal,_Marivaux,_Metais_&amp;_Welcomme"	2007
3538	Asiadidelphis	tjutkovae	0	"Emry,_Lucas,_Szalay_&amp;_Tleuberdina"	1995
3539	Asiadidelphis	zaissanense	0	"Gabunia,_Shevyreva_&amp;_Gabunia"	1990
3540	Asiagenes	ceratinus	0	Vislobokova	1983
3541	Asianeomys	asiaticus	1	Wang_&amp;_Emry	1991
3542	Asianeomys	dangheensis	1	Wang	2002
3543	Asianeomys	engesseri	0	"Wu,_Meng,_Ye_&amp;_Ni"	2006
3544	Asianeomys	fahlbuschi	0	"Wu,_Meng,_Ye_&amp;_Ni"	2006
3545	Asianeomys	junggarensis	0	"Wu,_Meng,_Ye_&amp;_Ni"	2006
3546	Asiaparamus	shevyrevae	0	Nessov	1987
3547	Asiaparamys	shevyrevae	0	Nessov	1987
3548	Asiatherium	reshetovi	0	Trofimov_&amp;_Szalay	1994
3549	Asiazapus	ingens	0	Lopatin_&amp;_Zazhigin	2000
3550	Asilifelis	coteae	0	Werdelin	2011
3551	Asinus	africanus	0	von_Heuglin_&amp;_Fitzinger	1866
3552	Asinus	aguascalentensis	0	Mooser	1959
3553	Asinus	asinus	NA	NA	NA
3554	Asinus	burchellii	0	Gray	1824
3555	Asinus	conversidens	NA	NA	NA
3556	Asinus	domesticus	0	Smith	1841
3557	Asinus	equuleus	0	Smith	1841
3558	Asinus	fossilis	0	Owen	1844
3559	Asinus	hamar	0	Smith	1841
3560	Asinus	hemionus	1	Pallas	1775
3561	Asinus	hydruntinus	NA	NA	NA
3562	Asinus	kiang	1	Moorcroft	1841
3563	Asinus	lauracensis	0	Astre	1948
3564	Asinus	onager	1	L.	NA
3565	Asinus	polyodon	0	Hodgson	1846
3566	Asinus	pons	0	Quinn	1958
3567	Asinus	quagga	1	Gm.	NA
3568	Asinus	vulgaris	0	Gray	1824
3569	Asinus	zebra	1	L.	NA
3570	Asiocoryphodon	conicus	0	Xu_Yuxuan	1976
3571	Asiocoryphodon	lophodontus	0	Xu_Yuxuan	1976
3572	Asiocoryphodon	progressivus	0	Cheng_&amp;_Ma	1990
3573	Asiocricetus	bampensis	0	Kishida	1929
3574	Asiocricetus	yamashinai	0	Kishida	1929
3575	Asiohomacodon	myanmarensis	0	"Tsubamoto,_Tun,_Egi,_Takai,_Shigehara,_Soe,_Aung_&amp;_Thein"	2003
3576	Asiohyopsodus	loomisi	1	McKenna	1960
3577	Asiomomys	changbaicus	0	Wang_Banyue_&amp;_Li_Chuntian	1990
3578	Asiomys	dawsoni	0	Qi	1987
3579	Asionyctia	guoi	0	Missiaen_&amp;_Smith	2005
3580	Asioplesiadapis	youngi	0	"Fu,_Wang_&amp;_Tong"	2002
3581	Asioryctes	nemegetensis	0	Kielan-Jaworowska	1975
3582	Askazansoria	mavrini	0	Kordikova	2001
3583	Asmithwoodwardia	subtrigona	0	Ameghino	1901
3584	Asmodeus	armatus	0	Ameghino	1901
3585	Asmodeus	circumflexus	0	Ameghino	1901
3586	Asmodeus	osborni	NA	NA	NA
3587	Asmodeus	petrasnerus	0	Seoane_&amp;_Cerdeno	2014
3588	Asmodeus	scotti	NA	NA	NA
3589	Asoletragus	gentryi	0	"Palombo,_Valli,_Arca_&amp;_Tuveri"	2006
3590	Asoriculus	burgioi	0	Masini_&amp;_Sara	1998
3591	Asoriculus	gibberodon	1	Petenyi	1864
3592	Asoriculus	hidalgoi	NA	NA	NA
3593	Aspidocalyptus	castroi	0	Cabrera	1939
3594	Astadelphis	gastaldii	1	Brandt	1876
3595	Astegotherium	dichotomus	0	Ameghino	1902
3596	Asterattus	longicristatus	0	Flynn_&amp;_Cheema	1994
3597	Asteromys	annectans	0	Ameghino	1902
3598	Asteromys	prospicuus	0	Ameghino	1897
3599	Asteromys	punctus	0	Ameghino	1897
3600	Asterostemma	acostae	0	Villarroel	1983
3601	Asterostemma	barrealense	0	Rusconi	1946
3602	Asterostemma	depressa	0	Ameghino	1889
3603	Asterostemma	gigantea	0	"Carlini,_Vizcaino_&amp;_Scillato-Yane"	1997
3604	Asterostemma	granata	0	Ameghino	1889
3605	Asterostemma	laevata	0	Ameghino	1889
3606	Asterostemma	venezolensis	0	Simpson	1947
3607	Asthenodon	segnis	0	Cope	1887
3614	Asthenoscapter	meini	0	Hutchison	1974
3608	Asthenoscapter	ziegleri	0	Engesser_&amp;_Storch	2008
3609	Astigale	nanxiongensis	0	Zhang_Yuping_&amp;_Tong_Yongsheng	1981
3610	Astigale	wanensis	0	Zhang_Yuping_&amp;_Tong_Yongsheng	1981
3611	Astraponotus	assymmetrum	0	Ameghino	1901
3612	Astrapothericulus	emarginatus	0	Ameghino	1904
3613	Astrapothericulus	iheringi	1	Ameghino	1899
3615	Astrapothericulus	laevisculus	0	Ameghino	1902
3616	Astrapothericulus	laeviusculus	0	Ameghino	1902
3617	Astrapothericulus	minusculus	0	Ameghino	1902
3618	Astrapothericulus	peninsulatus	0	Ameghino	1904
3619	Astrapotherium	angustidens	0	Mercerat	1891
3620	Astrapotherium	burmeisteri	0	Mercerat	1891
3621	Astrapotherium	christi	0	Stehlin	NA
3622	Astrapotherium	columnatum	0	Ameghino	1891
3623	Astrapotherium	delimitatum	0	Ameghino	1891
3624	Astrapotherium	ephebicum	0	Ameghino	1889
3625	Astrapotherium	gaudryi	0	Mercerat	1891
3626	Astrapotherium	giganteum	0	Ameghino	1891
3627	Astrapotherium	hebetatum	0	Ameghino	1899
3628	Astrapotherium	herculeum	0	Ameghino	1899
3629	Astrapotherium	hesperinum	0	Cabrera	1940
3630	Astrapotherium	iheringi	0	Ameghino	1899
3631	Astrapotherium	karaikense	NA	NA	NA
3632	Astrapotherium	mandible	NA	NA	NA
3633	Astrapotherium	marshi	0	Mercerat	1891
3634	Astrapotherium	nanum	0	Ameghino	1891
3635	Astrapotherium	patagonicum	0	Burmeister	1880
3636	Astrapotherium	robustum	0	Mercerat	1891
3637	Astrapotherium	ruderarium	1	Ameghino	1902
3638	Astrapotherium	symmetrum	0	Ameghino	1902
3639	Astrapotherium	triangulidens	0	Ameghino	1902
3640	Astrapotherium	trilophodon	0	Ameghino	1899
3641	Astrapotherium	voghti	0	Mercerat	1891
3642	Astroconodon	delicatus	0	Cifelli_&amp;_Madsen	1998
3643	Astroconodon	denisoni	0	Patterson	1951
3644	Astrohippus	albidens	0	Mooser	1968
3649	Astrohippus	ansae	NA	NA	NA
3645	Astrohippus	curtivallis	0	Quinn	1955
3650	Astrohippus	stocki	0	Lance	1950
3646	Astrohippus	stockii	NA	NA	NA
3647	Asymmetrura	orientalis	0	Farina	1981
3648	Atalapha	americana	0	Rafinesque-S.	1814
3651	Atalapha	brachyoiis	0	Allen	1892
3652	Atalapha	caudata	1	Tomes	NA
3653	Atalapha	cinerea	NA	NA	NA
3654	Atalapha	ega	1	Gervais	NA
3655	Atalapha	egregia	NA	NA	NA
3656	Atalapha	frantzii	0	Peters	NA
3657	Atalapha	fuscata	0	Rafinesque	1820
3658	Atalapha	grayi	1	Tomes	NA
3659	Atalapha	noveboracensis	NA	NA	NA
3660	Atalapha	pallescens	1	Ptrs.	NA
3661	Atalapha	semota	0	Allen	1890
3662	Atasorex	edax	0	Lopatin	2004
3663	Atavocricetodon	atavoides	0	Freudenthal	1996
3664	Atavocricetodon	atavus	1	Misonne	1957
3665	Atavocricetodon	huberi	1	Schaub	1925
3666	Atavocricetodon	hugueneyae	0	Freudenthal	1996
3667	Atavocricetodon	minusculus	0	Freudenthal	1996
3668	Atavocricetodon	murinus	1	Schlosser	1884
3669	Atavocricetodon	nanoides	0	Freudenthal	1996
3670	Atavocricetodon	nanus	1	Pelaez-Campomanes	1995
3671	Atavocricetodon	paaliense	0	"Marivaux,_Vianey-Liaud_&amp;_Welcomme"	1999
3672	Ateleles	rufiventris	0	Sclater	1872
3673	Atelerix	albiventris	0	Wagner	1841
3674	Atelerix	algirus	NA	NA	NA
3675	Atelerix	depereti	0	Mein_&amp;_Ginsburg	2002
3676	Atelerix	faradjius	NA	NA	NA
3677	Atelerix	frontalis	NA	NA	NA
3678	Atelerix	langi	NA	NA	NA
3679	Atelerix	major	0	Broom	1937
3680	Atelerix	pruneri	NA	NA	NA
3681	Atelerix	quadridactylus	0	Pomel	1848
3682	Atelerix	rhodanicus	0	Mein_&amp;_Ginsburg	2002
3683	Ateles	albifrons	0	Gray	1870
3684	Ateles	anthropomorphus	1	Ameghino	1910
3685	Ateles	arachnodes	0	Illiger	1815
3686	Ateles	arachnoides	0	Geoffroy	1806
3687	Ateles	ater	NA	NA	NA
3688	Ateles	azuerensis	0	Bole	1937
3689	Ateles	bartletti	NA	NA	NA
3690	Ateles	bartlettii	0	Gray	1867
3691	Ateles	beelzbuth	NA	NA	NA
3692	Ateles	belzebuth	0	Geoffroy	1806
3693	Ateles	belzubuth	NA	NA	NA
3694	Ateles	brachyteles	NA	NA	NA
3695	Ateles	chamek	1	Humb.	NA
3696	Ateles	cucullatus	1	Gray	NA
3697	Ateles	dariensis	0	Hollister	1915
3698	Ateles	flexneri	NA	NA	NA
3699	Ateles	frontalis	0	Bennett	1831
3700	Ateles	frontatus	1	Gray	NA
3701	Ateles	fuliginosus	0	Kuhl	1820
3702	Ateles	fusciceps	1	Gray	NA
3703	Ateles	fuscipes	NA	NA	NA
3704	Ateles	geffroyi	NA	NA	NA
3705	Ateles	geoffreyi	NA	NA	NA
3706	Ateles	geoffroy	0	Kuhl	1820
3707	Ateles	geoffroyi	NA	NA	NA
3708	Ateles	geofroyii	NA	NA	NA
3709	Ateles	grisescens	1	Sclater	NA
3710	Ateles	hybridus	0	Geoffroy	1829
3711	Ateles	hypoxanthus	0	Max_Wied	1820
3712	Ateles	longimembris	NA	NA	NA
3713	Ateles	marginatus	0	Geoffroy	1809
3714	Ateles	melanochir	0	Desmarest	1820
3715	Ateles	neglectus	1	Reinhardt	1872
3716	Ateles	ornatus	1	Gray	NA
3717	Ateles	pan	0	Schlegel	1876
3718	Ateles	paniscus	1	L.	NA
3719	Ateles	panisus	NA	NA	NA
3720	Ateles	pentadactylus	0	Geoffroy	1806
3721	Ateles	policomos	1	Zimm.	NA
3722	Ateles	robustus	NA	NA	NA
3723	Ateles	seniculus	NA	NA	NA
3724	Ateles	subpentadactylus	0	Desmarest	1820
3725	Ateles	tricolor	1	Hollister	1914
3726	Ateles	variegatus	NA	NA	NA
3727	Ateles	vellerosus	1	Gray	NA
3728	Ateleus	ater	NA	NA	NA
3729	Atelocynus	microtis	NA	NA	NA
3730	Atelodus	bicornis	NA	NA	NA
3731	Atelodus	neumayri	NA	NA	NA
3732	Atelodus	simus	NA	NA	NA
3733	Atherura	africana	0	Gray	1842
3734	Atherura	burrowsi	NA	NA	NA
3735	Atherura	fasciculata	NA	NA	NA
3736	Atherura	macroura	1	L.	NA
3737	Atherura	zygomatica	NA	NA	NA
3738	Atherurus	africanus	0	Durette-Desset	1970
3739	Atherurus	angustiramus	0	Mohr	1964
3740	Atherurus	armata	NA	NA	NA
3741	Atherurus	assamensis	0	Thomas	1921
3742	Atherurus	centralis	NA	NA	NA
3743	Atherurus	fasciculatus	1	Shaw	NA
3744	Atherurus	garbo	0	"Wesselman,_Black_&amp;_Asnake"	2009
3745	Atherurus	hainanus	0	Allen	1906
3746	Atherurus	karnuliensis	0	Lydekker	1886
3747	Atherurus	macronrus	NA	NA	NA
3748	Atherurus	macrourus	1	Linnaeus	1758
3749	Atherurus	retardatus	0	Mohr	1964
3750	Atherurus	stevensi	0	Thomas	1925
3751	Atherurus	terutaus	0	Lyon	1907
3752	Atherurus	tionis	0	Thomas	1908
3753	Atherurus	turneri	NA	NA	NA
3754	Atherurus	wacrurus	NA	NA	NA
3755	Atherurus	zygomaticus	0	Miller	1903
3756	Atilax	macrodon	0	Allen	1924
3757	Atilax	paludinosus	1	G_Cuvier	1829
3758	Atilax	vansire	0	Cuvier_in_E._Geoffroy_St_H._&amp;_F._Cuvier	1842
3759	Atlanthropus	mauritanicus	0	Arambourg	1954
3760	Atlantoxerus	adroveri	NA	NA	NA
3761	Atlantoxerus	blacki	1	de_Bruijn	1967
3762	Atlantoxerus	cuencae	0	"Aguilar,_Calvet_&amp;_Michaux"	1995
3763	Atlantoxerus	getulus	NA	NA	NA
3764	Atlantoxerus	giganteus	0	Wu_Wenyu	1988
3765	Atlantoxerus	humboldti	0	"Kordikova,_Heizmann_&amp;_de_Bruijn"	2004
3766	Atlantoxerus	huvelini	0	Jaeger	1977
3767	Atlantoxerus	idubedensis	0	Cuenca_Bescos	1988
3768	Atlantoxerus	junggarensis	0	Wu	1988
3769	Atlantoxerus	margaritae	0	"Adrover,_Mein_&amp;_Moissenet"	1995
3770	Atlantoxerus	martini	0	Aguilar	2002
3771	Atlantoxerus	orientalis	0	Qiu	1996
3772	Atlantoxerus	rhodius	0	Brnijn	1970
3773	Atlantoxerus	xiyuensis	0	Wei	2010
3774	Atlasodon	monbaroni	0	Sigogneau-Russell	1991
3775	Atnmospermophilus	leucurus	NA	NA	NA
3776	Atocetus	fuchsii	NA	NA	NA
3777	Atophyrax	bendirii	0	Merriam	1884
3778	Atopomys	salvelinus	0	Zakrzewski	1975
3779	Atopomys	texensis	0	Patton	1965
3780	Atopotarus	courseni	0	Downs	1956
3781	Atopotherium	bangmarkensis	0	"Ducrocq,_Chaimanee,_Suteethorn_&amp;_Jaeger"	1996
3782	Atropatenocetus	posteocenicus	0	Aslanova	1977
3783	Atrypotherium	bifurcatum	0	Ameghino	1887
3784	Attockicetus	praecursor	0	Thewissen_&amp;_Hussain	2000
3785	Auchenia	castelnaudi	0	Gerv.	NA
3786	Auchenia	cordubensis	0	Ameghino	1889
3787	Auchenia	ensedanensis	0	Ameghino	1889
3788	Auchenia	ensenadensis	NA	NA	NA
3789	Auchenia	frontosa	0	Gervais_&amp;_Ameghino	1880
3790	Auchenia	gracilis	NA	NA	NA
3791	Auchenia	guanicoe	NA	NA	NA
3792	Auchenia	hesterna	0	Leidy	1873
3793	Auchenia	huerfanensis	0	Cragin	1892
3794	Auchenia	intermedia	0	Gerv.	NA
3795	Auchenia	lama	1	L.	NA
3796	Auchenia	lonnbergi	0	Ameghino	1899
